Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ
1,2,4,1.14,0.95,0.6,1.1,2.28,2.519261398,2.001424352,-5.203714286,0.898025612,4.253683871,0.428571429
1,2,4,1.14,0.95,0.62,1.1,2.2,2.519261398,2.018753288,-5.255714286,0.889134269,4.295884798,0.442857143
1,2,4,1.14,0.95,0.69,1.1,1.96,2.519261398,2.052287148,-5.436,0.859354653,4.610146322,0.492857143
1,2,4,1.14,0.95,0.68,1.1,1.5,2.519261398,1.956808277,-5.648857143,0.863486165,4.548084699,0.485714286
0,2,4,1.14,0.95,0.76,1.1,1.2,2.519261398,2.256932729,-5.922571429,0.831505196,5.24101565,0.542857143
1,2,4,1.14,0.95,0.61,1.1,1.54,2.519261398,1.927848949,-5.534428571,0.893557823,4.272305656,0.435714286
1,2,4,1.14,0.95,0.58,1.1,1.63,2.519261398,1.758039163,-5.456428571,0.907096578,4.231037424,0.414285714
1,2,4,1.14,0.95,0.66,1.1,2.36,2.519261398,1.7456,-5.215714286,0.871869526,4.441924288,0.471428571
1,2,4,1.14,0.95,0.72,1.1,1.33,2.519261398,2.043777903,-5.791714286,0.847193974,4.83550839,0.514285714
0,2,4,0.9,0.74,0.58,1.65,1.63,2.375479066,1.758039163,-4.112,0.821386665,5.47725185,0.414285714
